20:
x	y
0.888	256.892
0.890	256.892
0.891	256.892
0.893	256.892
0.895	256.892
0.897	256.892
0.899	256.892
0.904	256.892
0.910	256.892
0.913	256.892
0.915	256.892
0.918	256.892
0.920	256.892
0.923	256.892
0.926	256.892
0.928	256.892
0.931	256.892
0.933	256.892
0.936	254.779
0.939	254.779
0.943	254.779
0.946	254.779
0.949	254.779
0.950	254.779
0.952	254.779
0.954	254.779
0.955	254.779
0.958	254.779
0.960	254.779
0.963	254.779
0.969	254.779
0.971	254.779
0.973	254.779
0.975	254.779
0.978	254.779
0.982	254.779
0.983	254.779
0.987	254.779
0.990	254.779
0.992	254.779
0.993	254.779
0.995	254.779
0.998	254.779
0.999	254.779

80:
x	y
0.338	243.431
0.345	241.318
0.347	241.318
0.348	241.318
0.350	241.318
0.352	241.318
0.354	241.318
0.355	241.318
0.355	239.205
0.357	239.205
0.359	239.205
0.361	239.205
0.361	237.092
0.362	237.092
0.364	237.092
0.366	237.092
0.367	237.092
0.369	234.979
0.371	234.979
0.374	234.979
0.376	234.979
0.378	234.979
0.379	234.979
0.381	233.570
0.384	233.570
0.387	233.570
0.389	233.570
0.390	233.570
0.392	233.570
0.393	233.570
0.395	233.570
0.399	233.570
0.400	231.457
0.402	231.457
0.404	231.457
0.406	231.457
0.412	229.344
0.416	227.936
0.420	227.936
0.425	225.823
0.428	225.823
0.431	225.823
0.435	223.710
0.439	223.710
0.441	223.710
0.444	223.710
0.450	223.710
0.453	223.710
0.456	223.710
0.462	223.710
0.465	223.710
0.467	223.710
0.470	223.710
0.474	223.710
0.477	223.710
0.480	223.710
0.483	223.710
0.488	223.710
0.490	223.710
0.494	223.710
0.497	223.710
0.500	223.710
0.505	222.301
0.511	222.301
0.513	222.301
0.515	220.188
0.521	220.188
0.527	220.188
0.531	220.188
0.535	220.188
0.536	218.075
0.540	218.075
0.541	218.075
0.543	217.901
0.545	215.788
0.547	215.788
0.549	215.788
0.550	215.788
0.552	215.788
0.554	214.379
0.558	214.379
0.561	214.379
0.563	214.379
0.564	214.379
0.566	214.379
0.569	214.379
0.571	214.379
0.572	214.379
0.573	212.266
0.576	212.266
0.578	212.266
0.580	212.266
0.582	210.240
0.584	210.240
0.585	210.240
0.587	210.240
0.588	210.240
0.590	210.240
0.592	210.240
0.594	210.240
0.596	210.240
0.597	208.128
0.598	208.128
0.600	208.128
0.603	208.128
0.603	206.102
0.606	206.102
0.608	206.102
0.611	206.102
0.613	203.989
0.615	203.989
0.617	203.989
0.619	203.989
0.622	203.989
0.623	201.883
0.336	245.283
0.326	245.283
0.324	245.283
0.322	245.283
0.320	246.692
0.318	246.692
0.316	246.692
0.314	248.100
0.313	248.100
0.311	248.100
0.309	250.213
0.308	250.213
0.306	250.213
0.306	252.326
0.304	252.326
0.302	252.326
0.300	254.352
0.296	254.352
0.292	254.352
0.291	256.378
0.289	256.378
0.288	256.378
0.286	256.378
0.284	257.787
0.282	257.787
0.279	257.787
0.277	257.787
0.274	257.787
0.273	259.900
0.270	259.900
0.268	259.900
0.266	259.900
0.264	262.013
0.263	262.013
0.261	264.039
0.258	264.039
0.256	264.039
0.254	264.039
0.253	264.039
0.252	266.152
0.250	266.152
0.249	266.152
0.247	266.152
0.246	266.152
0.244	266.152
0.242	266.152
0.240	266.152
0.238	266.152
0.238	267.560
0.236	267.560
0.234	267.560
0.232	269.665
0.231	269.665
0.229	269.665
0.227	271.691
0.225	271.691
0.223	273.804
0.221	273.804
0.220	273.804
0.220	275.830
0.219	275.830
0.217	275.830
0.215	275.830
0.215	277.239
0.213	277.239
0.211	277.239
0.211	279.265
0.210	279.265
0.208	279.265
0.208	281.291
0.206	281.291
0.204	281.291
0.204	283.404
0.203	283.404
0.201	283.404
0.201	285.517
0.199	285.517
0.197	285.517
0.195	285.517
0.193	287.630
0.191	287.630
0.190	287.630
0.188	287.630
0.188	289.656
0.186	291.769
0.184	291.769
0.184	293.795
0.183	293.795
0.181	295.821
0.179	295.821
0.177	295.821
0.177	297.934
0.175	297.934
0.173	297.934
0.173	299.959
0.171	299.959
0.171	301.368
0.169	301.368
0.169	303.394
0.167	303.394
0.165	305.420
0.164	307.446
0.162	307.446
0.162	308.855
0.160	308.855
0.160	310.880
0.158	310.880
0.158	312.289
0.156	312.289
0.156	314.315
0.154	314.315
0.154	316.341
0.152	316.341
0.152	317.750
0.150	317.750
0.150	319.776
0.149	319.776
0.149	321.802
0.147	321.802
0.147	323.828
0.145	323.828
0.144	325.853
0.142	325.853
0.142	327.879
0.142	329.905
0.140	329.905
0.140	331.314
0.138	331.314
0.138	332.723
0.138	334.749
0.137	334.749
0.137	336.775
0.135	336.775
0.135	338.183
0.134	344.261
0.134	346.287
0.132	346.287
0.132	348.313
0.130	348.313
0.130	350.339
0.129	350.339
0.127	350.339
0.127	352.365
0.127	354.391
0.125	354.391
0.125	356.417
0.123	356.417
0.121	358.443
0.121	360.469
0.119	360.469
0.119	361.877
0.117	361.877
0.117	363.903
0.117	365.929
0.115	365.929
0.115	367.955
0.115	369.981
0.114	369.981
0.114	372.007
0.114	374.033
0.112	374.033
0.112	376.146
0.112	378.172
0.110	378.172
0.110	380.285
0.110	382.311
0.108	382.311
0.108	384.337
0.106	384.337
0.106	385.745
0.106	387.771
0.104	387.771
0.104	389.884
0.104	391.293
0.104	393.319
0.104	395.345
0.103	395.345
0.103	397.371
0.103	399.397
0.103	401.423
0.101	401.423
0.101	403.448
0.101	405.474
0.099	405.474
0.099	407.500
0.097	407.500
0.097	409.526
0.097	410.935
0.097	412.961
0.095	412.961
0.095	414.987
0.095	417.013
0.095	419.039
0.095	420.447
0.093	420.447
0.093	422.473
0.093	424.499
0.091	424.499
0.091	426.525
0.091	428.551
0.089	428.551
0.089	430.664
0.089	432.690
0.089	434.716
0.089	436.125
0.088	436.125
0.088	438.151
0.088	440.177
0.088	442.202
0.086	442.202
0.086	444.315
0.086	445.724
0.086	447.750
0.086	449.776
0.084	451.185
0.084	453.211
0.084	454.619
0.084	456.645
0.082	456.645
0.082	458.671
0.082	462.723
0.079	468.888
0.079	470.914
0.079	472.322
0.077	472.322
0.077	474.428
0.077	476.453
0.077	477.862
0.077	479.888
0.077	481.297
0.077	482.705
0.077	484.731
0.077	486.757
0.075	486.757
0.075	488.783
0.073	488.783
0.073	490.809
0.073	492.835
0.071	492.835
0.071	494.861
0.071	496.270
0.071	497.678
0.071	499.704
0.071	501.113
0.071	503.139
0.071	505.165
0.071	507.191
0.071	509.217
0.071	511.243
0.071	513.269
0.071	515.294
0.071	517.320
0.071	519.346
0.069	519.346
0.069	521.372
0.067	521.372
0.067	523.398
0.066	525.424
0.066	527.450
0.066	529.476
0.066	530.885
0.066	532.911
0.066	534.937
0.066	536.963
0.066	538.989
0.066	540.397
0.066	542.423
0.066	544.449
0.066	545.858
0.066	547.884
0.066	549.910
0.066	551.318
0.066	553.344
0.066	554.753
0.066	556.779
0.064	556.779
0.064	558.187
0.064	560.213
0.064	562.239
0.064	564.265
0.064	565.674
0.064	567.700
0.064	569.108
0.064	570.517
0.062	570.517
0.060	570.517
0.060	572.630
0.060	574.039
0.060	576.065
0.060	577.473
0.060	578.882
0.060	580.908
0.060	582.317
0.060	583.725
0.060	585.751
0.060	587.777
0.060	589.803
0.060	591.212
0.060	592.620
0.060	594.646
0.060	596.055
0.060	600.107
0.060	602.133
0.060	603.542
0.058	603.542
0.058	605.567
0.056	605.567
0.056	607.680
0.056	609.706
0.056	611.115
0.056	612.524
0.056	614.550
0.056	616.576
0.056	618.601
0.056	620.010
0.056	621.419
0.056	623.445
0.056	624.853
0.056	626.879
0.056	628.905
0.057	630.314
0.057	632.340
0.057	633.748
0.057	635.774
0.057	637.800
0.057	639.209
0.057	641.235
0.057	642.644
0.057	644.044
0.057	646.070
0.057	648.096
0.056	648.096
0.056	650.122
0.056	652.148
0.056	654.174
0.054	654.174
0.054	656.287
0.054	658.313
0.054	659.722
0.054	661.748
0.054	663.156
0.054	665.182
0.052	665.182
0.052	667.208
0.052	669.234
0.050	669.234
0.050	670.643
0.049	670.643
0.049	672.756
0.049	674.164
0.049	676.190
0.049	677.599
0.049	679.625
0.049	681.651
0.049	683.060
0.049	685.085
0.049	686.494
0.049	687.903
0.049	689.929
0.049	691.337
0.049	693.363
0.049	694.772
0.049	696.181
0.049	698.207
0.049	699.615
0.049	701.641
0.049	705.780
0.049	712.649
0.049	714.675
0.049	716.084
0.049	717.493
0.049	719.518
0.049	720.927
0.049	722.336
0.049	724.362
0.049	725.770
0.049	727.796
0.049	729.822
0.049	731.231
0.049	733.257
0.049	734.666
0.049	736.691
0.049	738.100
0.048	738.100
0.048	740.126
0.048	742.152
0.048	743.561
0.048	745.587
0.047	745.587
0.047	747.700
0.047	749.108
0.047	751.134
0.047	753.160
0.047	754.569
0.047	756.595
0.047	758.003
0.047	760.029
0.047	761.438
0.047	762.847
0.047	764.873
0.047	766.281
0.047	767.690
0.047	769.716
0.047	771.117
0.047	773.143
0.047	775.960
0.045	775.960
0.045	777.986
0.045	779.394
0.045	780.803
0.045	782.829
0.045	784.238
0.045	786.264
0.045	788.290
0.045	789.698
0.045	791.724
0.045	793.133
0.045	795.159
0.045	796.567
0.045	797.976
0.045	800.002
0.045	801.411
0.045	802.819
0.045	804.845
0.045	806.871
0.045	808.897
0.045	810.306
0.045	812.332
0.045	814.358
0.045	815.766
0.045	817.792
0.045	819.818
0.043	819.818
0.043	821.931
0.043	823.957
0.043	825.366
0.043	826.774
0.041	826.774
0.041	828.887
0.041	830.296
0.041	832.322
0.041	833.731
0.041	835.139
0.041	837.165
0.041	838.574
0.041	840.600
0.041	842.009
0.041	843.417
0.041	845.443
0.041	846.852
0.041	848.261
0.041	850.286
0.041	851.695
0.041	853.721
0.041	855.130
0.041	856.539
0.041	858.564
0.041	859.973
0.041	861.382
0.041	863.407
0.041	864.816
0.041	866.842
0.041	868.251
0.041	869.659
0.041	871.685
0.041	873.094
0.041	875.120
0.041	876.521
0.041	878.547
0.041	880.573
0.041	881.981
0.041	884.007
0.041	886.033
0.041	887.442
0.041	889.468
0.039	889.468
0.039	891.581
0.039	893.607
0.039	895.633
0.039	897.041
0.037	897.041
0.037	899.067
0.037	900.476
0.037	902.502
0.037	904.528
0.037	905.936
0.037	907.345
0.037	909.371
0.037	910.780
0.037	912.806
0.037	914.832
0.037	916.240
0.037	918.266
0.037	920.292
0.037	921.701
0.037	923.727
0.037	925.135
0.037	927.161
0.037	928.570
0.037	929.979
0.039	929.979
0.038	933.413
0.036	936.848
0.036	938.874
0.036	940.282
0.036	942.308
0.036	944.334
0.036	945.743
0.036	947.769
0.036	949.178
0.036	950.586
0.036	952.612
0.036	954.021
0.036	955.430
0.036	957.455
0.036	958.864
0.036	960.890
0.036	962.299
0.036	963.707
0.036	965.733
0.036	967.759
0.038	967.759
0.038	969.872
0.038	971.898
0.038	973.924
0.038	975.950
0.038	977.976
0.038	979.385
0.038	981.411
0.038	982.819
0.036	982.819
0.036	984.845
0.036	986.254
0.036	987.663
0.036	989.688
0.036	991.097
0.036	992.506
0.036	994.532
0.036	995.940
0.036	997.966
0.036	999.375
0.036	1000.784

100:
x	y
0.300	201.124
0.287	207.376
0.285	207.376
0.283	207.376
0.281	208.784
0.279	208.784
0.277	208.784
0.276	208.784
0.274	208.784
0.272	208.784
0.272	210.897
0.270	210.897
0.269	210.897
0.269	212.306
0.267	212.306
0.265	212.306
0.264	214.332
0.262	214.332
0.262	216.358
0.260	216.358
0.258	216.358
0.257	218.471
0.255	218.471
0.253	218.471
0.251	218.471
0.250	219.880
0.248	219.880
0.246	219.880
0.245	219.880
0.241	221.288
0.237	221.288
0.235	221.288
0.234	221.288
0.232	223.401
0.230	223.401
0.229	225.514
0.227	225.514
0.227	227.627
0.224	227.627
0.222	229.740
0.220	229.740
0.218	229.740
0.214	231.853
0.213	231.853
0.211	231.853
0.209	231.853
0.209	233.966
0.205	233.966
0.203	235.992
0.201	238.105
0.198	238.105
0.198	240.218
0.196	240.218
0.196	242.244
0.195	242.244
0.193	242.244
0.189	244.270
0.187	244.270
0.185	244.270
0.183	246.383
0.181	246.383
0.179	246.383
0.178	248.496
0.174	248.496
0.174	250.601
0.171	250.601
0.169	252.714
0.167	252.714
0.166	252.714
0.164	254.827
0.161	256.940
0.160	256.940
0.158	256.940
0.156	258.349
0.156	260.375
0.154	260.375
0.152	260.375
0.150	262.400
0.150	264.426
0.146	264.426
0.146	266.539
0.145	266.539
0.143	266.539
0.141	267.948
0.141	269.974
0.137	269.974
0.137	272.000
0.135	272.000
0.135	274.026
0.133	274.026
0.131	276.052
0.131	278.078
0.130	278.078
0.128	280.191
0.126	280.191
0.126	282.217
0.126	284.243
0.124	284.243
0.122	286.269
0.120	286.269
0.120	288.294
0.120	290.320
0.120	292.346
0.118	292.346
0.118	294.372
0.117	296.485
0.117	298.511
0.115	298.511
0.115	300.537
0.113	300.537
0.113	302.563
0.112	302.563
0.112	304.589
0.110	306.702
0.108	308.728
0.108	310.754
0.106	312.163
0.104	312.163
0.104	314.188
0.102	316.214
0.102	318.327
0.102	320.353
0.101	320.353
0.101	324.405
0.099	324.405
0.099	326.518
0.097	328.544
0.097	330.570
0.096	330.570
0.096	332.683
0.096	334.709
0.094	334.709
0.094	336.735
0.094	338.761
0.092	338.761
0.092	340.787
0.090	342.813
0.090	344.221
0.090	346.247
0.088	348.273
0.088	349.682
0.088	351.708
0.086	353.117
0.086	357.168
0.084	359.281
0.082	359.281
0.082	362.803
0.082	364.829
0.080	364.829
0.080	366.238
0.080	368.264
0.080	370.290
0.080	371.698
0.080	373.107
0.080	375.133
0.078	375.133
0.078	376.541
0.078	378.567
0.078	380.593
0.077	380.593
0.077	382.619
0.077	384.645
0.077	386.054
0.077	388.080
0.075	388.080
0.075	390.106
0.075	392.132
0.073	392.132
0.073	393.540
0.073	395.566
0.073	396.975
0.073	399.001
0.073	400.410
0.071	402.435
0.071	404.461
0.071	406.487
0.069	406.487
0.069	408.513
0.069	409.922
0.069	411.948
0.068	411.948
0.068	413.974
0.066	413.974
0.066	415.383
0.066	417.408
0.066	418.817
0.066	420.226
0.066	422.252
0.064	422.252
0.064	423.652
0.064	425.678
0.064	427.704
0.062	427.704
0.062	429.113
0.062	431.139
0.062	433.165
0.062	434.573
0.062	436.599
0.062	440.034
0.061	442.147
0.061	444.260
0.061	446.286
0.061	448.312
0.061	450.338
0.059	452.451
0.059	453.859
0.059	455.885
0.059	457.911
0.059	459.320
0.059	461.346
0.057	462.755
0.057	464.868
0.057	466.276
0.057	468.302
0.057	470.328
0.055	470.328
0.055	472.441
0.055	473.850
0.055	475.876
0.055	477.902
0.055	479.928
0.055	481.954
0.055	483.362
0.053	487.588
0.053	489.614
0.053	491.640
0.052	493.753
0.052	495.779
0.050	495.779
0.050	497.892
0.050	499.301
0.050	501.327
0.050	502.735
0.050	504.761
0.050	506.170
0.050	507.579
0.050	509.604
0.050	511.630
0.050	513.039
0.050	515.065
0.050	516.474
0.050	519.908
0.050	521.317
0.050	523.343
0.050	524.752
0.050	526.777
0.050	528.186
0.050	529.595
0.048	529.595
0.051	531.098
0.051	536.559
0.051	538.585
0.049	538.585
0.049	540.611
0.049	542.637
0.049	544.663
0.049	546.071
0.049	547.480
0.049	549.506
0.049	550.915
0.049	552.941
0.048	552.941
0.048	556.462
0.046	558.575
0.046	560.601
0.046	562.010
0.046	564.036
0.046	566.062
0.046	568.088
0.046	570.114
0.046	571.522
0.046	573.548
0.046	574.957
0.046	576.358
0.046	578.383
0.046	581.818
0.046	585.253
0.046	587.279
0.046	591.330
0.044	593.356
0.044	595.469
0.044	597.495
0.044	599.521
0.044	600.930
0.042	600.930
0.042	602.956
0.042	604.365
0.042	606.391
0.042	608.416
0.042	609.825
0.040	609.825
0.040	611.851
0.040	613.260
0.040	615.286
0.040	617.311
0.040	618.720
0.040	620.746
0.040	622.772
0.040	624.181
0.040	626.207
0.040	627.615
0.040	631.050
0.040	634.484
0.040	635.893
0.040	639.328
0.040	640.736
0.040	644.171
0.040	645.580
0.040	647.606
0.040	649.014
0.040	651.040
0.040	653.858
0.040	655.883
0.040	657.909
0.040	659.318
0.040	661.344
0.039	661.344
0.039	663.370
0.039	665.396
0.039	667.422
0.039	668.830
0.039	670.856
0.039	672.265
0.039	674.291
0.039	675.700
0.039	677.108
0.039	679.134
0.039	680.543
0.037	683.360
0.037	684.769
0.037	686.795
0.037	690.230
0.037	692.255
0.037	693.664
0.037	697.099
0.037	698.507
0.037	701.942
0.037	703.351
0.037	705.377
0.037	706.777
0.037	708.803
0.035	712.325
0.035	714.351
0.035	716.377
0.035	718.403
0.033	718.403
0.033	720.429
0.033	721.837
0.033	723.863
0.033	725.272
0.033	727.298
0.033	729.324
0.035	730.732
0.035	732.141
0.035	734.167
0.035	736.193
0.035	738.219
0.035	739.628
0.035	741.036
0.035	743.062
0.037	743.062
0.037	744.471
0.037	746.497
0.037	749.931
0.037	751.957
0.037	753.366
0.037	755.392
0.037	757.418
0.037	759.444
0.035	759.444
0.035	761.470
0.035	763.496
0.035	765.522
0.035	767.547
0.034	767.547
0.034	769.661
0.034	772.478
0.034	775.912
0.034	777.321
0.034	778.730
0.034	780.756
0.034	782.164
0.034	784.190
0.034	785.599
0.034	787.625
0.034	789.651
0.032	791.060
0.032	792.468
0.032	794.494
0.032	796.520
0.032	798.546
0.032	799.955
0.032	801.363
0.032	803.389
0.032	804.798
0.032	806.824
0.032	808.232
0.032	809.641
0.032	813.076
0.032	815.102
0.032	816.510
0.032	817.919
0.032	819.945
0.032	821.354
0.032	822.762
0.032	824.788
0.032	826.197
0.032	828.223
0.032	829.631
0.032	831.040
0.032	833.066
0.032	834.475
0.032	836.501
0.032	838.527
0.032	839.927
0.030	839.927
0.030	841.953
0.030	843.362
0.031	848.205
0.031	853.666
0.031	855.692
0.030	855.692
0.030	857.805
0.030	859.831
0.030	861.239
0.030	863.265
0.030	865.291
0.030	867.317
0.030	868.726
0.030	870.134
0.030	872.160
0.030	874.186
0.030	876.212
0.028	876.212
0.028	878.238
0.028	879.647
0.028	881.673
0.028	883.081
0.028	885.107
0.028	887.133
0.028	888.542
0.028	890.568
0.028	891.976
0.028	893.385
0.028	895.411
0.028	897.437
0.028	898.846
0.030	898.846
0.030	900.872
0.030	902.280
0.030	904.306
0.030	905.715
0.030	907.741
0.030	909.767
0.030	911.175
0.030	913.201
0.030	915.227
0.030	916.636
0.030	918.662
0.030	920.070
0.030	921.479
0.028	921.479
0.028	923.592
0.028	925.001
0.028	927.027
0.028	928.436
0.028	929.844
0.028	931.870
0.028	933.279
0.028	935.305
0.028	937.331
0.028	938.739
0.028	940.765
0.028	942.174
0.028	943.582
0.028	945.609
0.028	947.017
0.028	949.043
0.028	950.452
0.028	951.860
0.028	953.886
0.028	955.295
0.028	956.703
0.028	958.730
0.028	960.138
0.028	962.164
0.028	963.573
0.028	964.974
0.028	968.408
0.030	970.434
0.030	974.573
0.030	976.599
0.030	978.008
0.030	979.416
0.030	981.442
0.030	983.468
0.030	985.494
0.030	986.903
0.030	988.929
0.029	988.929
0.029	991.042
0.029	993.068
0.029	995.094
0.029	997.120
0.027	997.120
0.027	998.528
0.027	1000.554
0.027	1001.963
0.027	1003.371
